"rank","tiktok_play_count","tiktok_likes","tiktok_comments","tiktok_shares","tiktok_saves","tiktok_url","tiktok_posted_date","asin","name","name_he","category","rating","review_count","price_usd","ships_to_israel","free_shipping_type","affiliate_link","source_video_url","image_url","description_he","status","discovered_at","updated_at"
"35","2830","58","0","13","22","https://www.tiktok.com/@bk_owner/video/7613395297582075158","2026-03-04","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7613395297582075158","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oI0SAotiBLER1Ap0AJAIINOiYfCvBdCSCBVBwy~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=201758d6&x-expires=1779030000&x-signature=ftN4NkrNUszcTEpXANmJRjQzDJI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"36","2783","51","1","30","28","https://www.tiktok.com/@bk_owner/video/7609714055078497558","2026-02-22","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7609714055078497558","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o0ZZABFEdAiZCzNfCw4b4S0pICIozAgyiIMBAu~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=de0f4ae1&x-expires=1779030000&x-signature=rrKkYN5jceA%2BiW5twpppPVZw270%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"37","2782","66","2","13","25","https://www.tiktok.com/@bk_owner/video/7612149599897160982","2026-03-01","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7612149599897160982","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o0EyhAREEFAfbICjApAg3eaMkCFm4yoD8Ai8T9~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=485d9a36&x-expires=1779030000&x-signature=bJiRDpS9xlqYIGCydfhrOH8kHUo%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"38","2770","40","1","5","13","https://www.tiktok.com/@bk_owner/video/7611303572268911894","2026-02-26","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7611303572268911894","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocZBvIa8vqOsABiyidFEmgvDYEBaBZIREOm2p~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=b45c0868&x-expires=1779030000&x-signature=eB3FL7c129AvQuNMEOMK%2BTIcPh8%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"39","2765","57","4","15","25","https://www.tiktok.com/@bk_owner/video/7633401761146965250","2026-04-27","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7633401761146965250","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8DCKmBziAFbeSvnAIiMABTCA39EISAPw09w5i~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=fd56df5d&x-expires=1779030000&x-signature=L1iMK0YD1ZuIjbB4RKI6GFahd5A%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"40","2761","64","0","9","20","https://www.tiktok.com/@bk_owner/video/7628661173793295639","2026-04-14","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7628661173793295639","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ogpAkMescCsInAFR1FQQTpxAA3EtgSfGDKcDEi~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=b7e508a1&x-expires=1779030000&x-signature=mp4rXAfq4UKP1krjOq2jhJ489qg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"41","2695","36","0","7","9","https://www.tiktok.com/@bk_owner/video/7614985183997054230","2026-03-08","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7614985183997054230","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oETbRdIkpIkAEAFuuCrFeFyEQpDAsVACqgfDVL~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=df4a66f3&x-expires=1779030000&x-signature=yJNGKBloFa%2BNbDou1vUh6ekBObI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"42","2674","47","0","20","16","https://www.tiktok.com/@bk_owner/video/7611194122136800534","2026-02-26","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7611194122136800534","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okLVpA2TQAf1LIJAIPpMKjiFILBege7AIRYAQG~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=8343102e&x-expires=1779030000&x-signature=FZXm5FE3yba95IzWO4f2Bt8GLlk%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"43","2604","48","0","9","10","https://www.tiktok.com/@bk_owner/video/7632685789465349398","2026-04-25","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7632685789465349398","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/owArGxw8jTQgOILeF3MyJ5XXAnS2AAeQXFfAgI~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=e1aa2c1f&x-expires=1779030000&x-signature=TdUNHirQmuUwbyb8oUHbBAp9qNk%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&sc=cover&biz_tag=tt_video&s=PUBLISH","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"44","2589","46","1","31","21","https://www.tiktok.com/@bk_owner/video/7610082406694997270","2026-02-23","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7610082406694997270","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oIA8dAEZYoBGxvAxBCcpEIMAAqvcmaiWN6Bia~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=aba697db&x-expires=1779030000&x-signature=uCEjSQN2wVvfC1tUknVEKYwBWzY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"45","2549","46","0","2","11","https://www.tiktok.com/@bk_owner/video/7607827144051428610","2026-02-17","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607827144051428610","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/owSayqrI5Em4CbkCi0jwQcBxievAABnACIHUAj~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=e0f5665c&x-expires=1779030000&x-signature=gEb0urM5%2B2kL%2FAhHtlFZeOg%2F5xs%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"46","2548","44","0","11","25","https://www.tiktok.com/@bk_owner/video/7613028483135966486","2026-03-03","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7613028483135966486","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oc6fEFHEEICEgrpHumfjtATARA3PpDkjFA6NCq~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=58b79ba9&x-expires=1779030000&x-signature=O79l0tidraOLtEnksAW1mnW%2FtFU%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"47","2543","58","0","16","28","https://www.tiktok.com/@bk_owner/video/7607892571976650006","2026-02-17","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607892571976650006","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocEEQUieInjEkIlCHpoDfFcRnqAFAAKgACtpQt~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=6d789d22&x-expires=1779030000&x-signature=WyI1dJQOyxpKjOnUXn4vhDLwQc4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"48","2532","55","1","18","15","https://www.tiktok.com/@bk_owner/video/7602977811883625750","2026-02-04","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7602977811883625750","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oMpRfgECTA5AlDkAE8QJNjgEDfAEFFATdCApzI~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=5be5b790&x-expires=1779030000&x-signature=dDoWitZ6W%2Bw1kPZ8swu9HHysXZg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"49","2505","50","0","3","17","https://www.tiktok.com/@bk_owner/video/7629302612646530326","2026-04-16","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7629302612646530326","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osdfEiLpA1I1mrhgLAGAIOwgjUTAuFDIAXIee1~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9dbab590&x-expires=1779030000&x-signature=Vlw0fuTh%2BSeIQ9oHOestevCqW6A%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&sc=cover&biz_tag=tt_video&s=PUBLISH","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"50","2459","20","1","5","11","https://www.tiktok.com/@bk_owner/video/7616111413253115158","2026-03-11","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7616111413253115158","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okExIAFAR3psApDpoFCNflbLQwmEaEAgkedBCZ~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=87e45047&x-expires=1779030000&x-signature=UJds8jBjGYoKlLtAt8Yu8NODTko%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"51","2429","43","0","18","21","https://www.tiktok.com/@bk_owner/video/7610487448585506070","2026-02-24","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7610487448585506070","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocPlLAelIOQAuwjEItAVI2LIzbAfAT7fGiL8FN~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=b01fb46c&x-expires=1779030000&x-signature=U8HSM4otgNpJDtq4fyhOOORrXPg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"52","2418","42","1","10","13","https://www.tiktok.com/@bk_owner/video/7627129023801347350","2026-04-10","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7627129023801347350","https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ooBWAAp7ciDAGCIAE0iBwUfhIAESwCc9CSZgUI~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=fa727ffe&x-expires=1779030000&x-signature=LZ0b7Y7QtAq%2BwmCRIARg2rxcjHc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&sc=cover&biz_tag=tt_video&s=PUBLISH","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"53","2348","45","0","28","29","https://www.tiktok.com/@bk_owner/video/7606360350174219542","2026-02-13","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606360350174219542","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/owACOzqcDICGfP5hA0FAkrRq0CfCpAFEEYgFEj~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=75fded41&x-expires=1779030000&x-signature=wQ%2Bg6t9mSfn5oUMbgYCXFoLg8eE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"54","2316","20","0","5","13","https://www.tiktok.com/@bk_owner/video/7613467692154080534","2026-03-04","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7613467692154080534","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oINLeIFZIPjIFAAZ1eapQQPxTAAeJGz2UAIAAL~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=a28916c2&x-expires=1779030000&x-signature=NZ4Q7dKgx3Y07GeVJ1UaMBT79T0%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&sc=cover&biz_tag=tt_video&s=PUBLISH","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"55","2252","28","0","13","14","https://www.tiktok.com/@bk_owner/video/7616398401143409942","2026-03-12","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7616398401143409942","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ogeIGLLZMQGwv7AAH0AAewIKTLg3jfVLIA9cgF~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9b6a44d1&x-expires=1779030000&x-signature=O%2BGyZTNg98cRBT9PNmB9NKvIZUA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"56","2157","39","1","11","16","https://www.tiktok.com/@bk_owner/video/7618962202267077910","2026-03-19","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7618962202267077910","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8c3GmAk7FpIRfSDWAQANdueDfGAsLIGAdQK0f~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=54dcff91&x-expires=1779030000&x-signature=4segIVrZ4NysKiJ1WOBA3CUJtJo%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"57","2073","30","0","10","22","https://www.tiktok.com/@bk_owner/video/7607491751594560791","2026-02-16","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607491751594560791","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ogAwwySfRpE2CkFYCGDTY1FzAXdkgAfEJLPAIE~tplv-tiktokx-dmt-logoccm:300:400:tos-no1a-i-0068-no/oQEAT0GCGBZACwIJ7NIACiiC6PB8yyAPQfa5XS.jpeg?dr=9231&refresh_token=13a196d5&x-expires=1779030000&x-signature=7GARKRAF52JP6DKaI%2BL3IGVQObc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&sc=cover&biz_tag=tt_video&s=PUBLISH","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"58","2065","40","1","14","17","https://www.tiktok.com/@bk_owner/video/7614535037106523414","2026-03-07","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7614535037106523414","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osuYfSOEAdj8AQfIkFFTAgFDAYICAL97fIWIQ5~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=17946239&x-expires=1779030000&x-signature=9Mx4bGq8ynIaE6me5fy4pHR9nHg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"59","2050","52","1","56","31","https://www.tiktok.com/@bk_owner/video/7617140631172861206","2026-03-14","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7617140631172861206","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/owBABhAmAuiGEOMAWEQpx5iqI91PbaC3AABYF~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=4855c7f6&x-expires=1779030000&x-signature=LnlfI9H9%2FG8Ak01zNiVv0OfzwIk%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"60","2048","37","0","16","25","https://www.tiktok.com/@bk_owner/video/7607163799434579222","2026-02-15","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607163799434579222","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osiECgWiAyZWTkaBEpvYKoP39AIBAIBS27EyA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=5da9e576&x-expires=1779030000&x-signature=W0vNM2Qwne78DC1Mk0H9plobvNc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"61","2039","31","1","5","11","https://www.tiktok.com/@bk_owner/video/7603452107462659350","2026-02-05","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7603452107462659350","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ooAIgE4ARNCEpA4fEAfhCO27iP0DECFikwKFU5~tplv-tiktokx-dmt-logoccm:300:400:tos-no1a-i-0068-no/ogGsAIRAbI4CFLKIgIJeCes2QrAxFjAfETEcAL.jpeg?dr=9231&refresh_token=ad519e7c&x-expires=1779030000&x-signature=A00mU3N9O4NvmblmtmupE9e2jkQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"62","2004","41","1","16","17","https://www.tiktok.com/@bk_owner/video/7610841390846643478","2026-02-25","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7610841390846643478","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o49QIiFUANkVqomfFADAQPn1R6pgICEEAyErfq~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=acdbf784&x-expires=1779030000&x-signature=lT4dYqvwAPB0hMARHx%2BjFlFFs6A%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"63","1978","27","0","2","7","https://www.tiktok.com/@bk_owner/video/7602296218802228502","2026-02-02","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7602296218802228502","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okEFgEDUFAnigkB0ARfUACyEI5zIQkAfgpMlqE~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=b7411cc8&x-expires=1779030000&x-signature=7zAJPM%2BUuSv9aZqWZ2mylKId4D4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"64","1935","20","0","11","13","https://www.tiktok.com/@bk_owner/video/7608576602246614294","2026-02-19","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7608576602246614294","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oUA2aPCAIiZBBYCGxcBBAXypBAHEXZYwuFEGi~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=ff5a2f8d&x-expires=1779030000&x-signature=lDon5LA4a6L%2FH0BL0w2IHcUgjAc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"65","1926","44","0","0","8","https://www.tiktok.com/@bk_owner/video/7606791126887959830","2026-02-14","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606791126887959830","https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okDsEDiNAxSZRH4QCABAIAy8Id0wwBCCAGiHfr~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=c54da351&x-expires=1779030000&x-signature=9KWmxQvrF9%2BrdbYPkjbD0gODC04%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"66","1920","26","0","10","11","https://www.tiktok.com/@bk_owner/video/7616067732257262870","2026-03-11","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7616067732257262870","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oAfpeoRFELDsnjnE0aFUWIAiFaAqQgCwbIAkxA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=bcb1d46f&x-expires=1779030000&x-signature=TKdKBgKErks%2BZSDJeadRFWmyLeA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"67","1894","37","0","2","7","https://www.tiktok.com/@bk_owner/video/7608944825148280087","2026-02-20","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7608944825148280087","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ooA8MWzeAYRjSMQegImLD3AsJ8QIMTfIAAFhQM~tplv-tiktokx-dmt-logoccm:300:400:tos-no1a-i-0068-no/okAfDiM8AmwIGB4AIrZCw4AxC4iCz0RSwABYEm.jpeg?dr=9231&refresh_token=817d7047&x-expires=1779030000&x-signature=LTSedxka6GfQf7EsPHUineWMN5o%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"68","1859","37","1","8","9","https://www.tiktok.com/@bk_owner/video/7617468862627499286","2026-03-15","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7617468862627499286","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osE2IAFARrRtAdBp3iCbfPJ0YewE7iAgkcq3C5~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=e8c55634&x-expires=1779030000&x-signature=yLcMpYqWWn6%2BwfSliJGurDkGOA8%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"69","1854","25","0","21","12","https://www.tiktok.com/@bk_owner/video/7634564807974309142","2026-04-30","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7634564807974309142","https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o4zAIKIbH7GAGTAeD7AxLemWetQAHnQR2wIfLk~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=7ccb8df1&x-expires=1779030000&x-signature=ix81PDYrYzxsEYAFEkmUcd0AjkQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"70","1847","47","0","9","14","https://www.tiktok.com/@bk_owner/video/7630107351596403970","2026-04-18","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7630107351596403970","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osxFF1fDkE8PRIpEflcaD4d5jCiAxEYAFAAsIg~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=29504c83&x-expires=1779030000&x-signature=j0rj%2ButrFEHwGL3Kl8pvcvznFkE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
